province,month,rainfall_7day,rainfall_30day,river_discharge,population,elevation_factor,historical_floods,ndma_fatality_weight,flood_risk_score
Punjab,8,51.45,116.23,6506.24,7333333,0.3,7,0.053,44.59
Punjab,7,16.03,37.24,3414.2,7333333,0.3,7,0.047,48.1
Punjab,8,44.81,122.96,6142.56,7333333,0.3,7,0.047,46.58
Khyber Pakhtunkhwa,7,96.75,296.37,11252.6,2366666,0.6,6,0.283,100.0
Khyber Pakhtunkhwa,8,182.33,494.12,18792.62,2366666,0.6,6,0.283,100.0
Khyber Pakhtunkhwa,7,150.86,388.11,15686.71,2366666,0.6,6,0.217,100.0
Khyber Pakhtunkhwa,8,44.39,159.46,6480.13,2366666,0.6,6,0.217,100.0
Khyber Pakhtunkhwa,7,183.78,697.76,20923.37,2366666,0.6,6,0.183,78.34
Khyber Pakhtunkhwa,8,103.13,353.47,12238.05,2366666,0.6,6,0.183,77.23
Khyber Pakhtunkhwa,7,152.95,550.3,17444.81,2366666,0.6,6,0.167,72.53
Khyber Pakhtunkhwa,8,217.14,744.61,23559.85,2366666,0.6,6,0.167,74.14
Khyber Pakhtunkhwa,7,172.76,446.09,17690.58,2366666,0.6,6,0.16,73.68
Khyber Pakhtunkhwa,8,59.89,165.73,7549.81,2366666,0.6,6,0.16,75.19
Khyber Pakhtunkhwa,7,82.05,186.03,9193.56,2366666,0.6,6,0.133,73.9
Khyber Pakhtunkhwa,8,43.22,163.38,6442.89,2366666,0.6,6,0.133,72.13
Khyber Pakhtunkhwa,7,162.34,413.83,16690.17,2366666,0.6,6,0.117,72.84
Khyber Pakhtunkhwa,8,210.99,729.65,23011.01,2366666,0.6,6,0.117,74.92
Khyber Pakhtunkhwa,7,53.96,200.26,7509.75,2366666,0.6,6,0.1,47.85
Khyber Pakhtunkhwa,8,33.37,106.17,5230.71,2366666,0.6,6,0.1,51.83
Punjab,7,132.28,339.85,13996.92,7333333,0.3,7,0.183,100.0
Punjab,8,71.78,183.23,8497.64,7333333,0.3,7,0.183,99.36
Punjab,7,103.02,236.18,11058.31,7333333,0.3,7,0.167,96.25
Punjab,8,214.44,774.99,23688.43,7333333,0.3,7,0.167,96.75
Punjab,7,176.48,584.8,19319.39,7333333,0.3,7,0.15,74.4
Punjab,8,67.7,237.32,8773.74,7333333,0.3,7,0.15,75.34
Punjab,7,136.66,430.29,15185.47,7333333,0.3,7,0.133,74.59
Punjab,8,144.42,338.85,14775.54,7333333,0.3,7,0.133,75.27
Punjab,7,63.31,229.32,8408.51,7333333,0.3,7,0.1,75.67
Punjab,8,212.02,758.9,23370.08,7333333,0.3,7,0.1,75.59
Punjab,7,37.54,87.82,5318.48,7333333,0.3,7,0.093,51.37
Punjab,8,30.42,85.07,4828.18,7333333,0.3,7,0.093,50.97
Sindh,7,129.26,301.13,13413.03,3193333,0.2,8,0.073,71.4
Sindh,8,79.63,262.25,9798.63,3193333,0.2,8,0.073,66.34
Sindh,7,39.62,139.44,5969.76,3193333,0.2,8,0.06,45.96
Sindh,8,27.39,89.97,4680.11,3193333,0.2,8,0.06,44.42
Sindh,7,53.93,187.46,7380.14,3193333,0.2,8,0.05,48.18
Sindh,8,42.92,152.84,6318.41,3193333,0.2,8,0.05,48.06
Sindh,7,51.85,171.93,7089.64,3193333,0.2,8,0.04,48.23
Sindh,8,44.01,140.37,6264.18,3193333,0.2,8,0.04,45.5
Sindh,7,54.04,194.28,7455.67,3193333,0.2,8,0.033,47.46
Sindh,8,11.46,40.36,3148.68,3193333,0.2,8,0.033,45.76
Balochistan,7,47.18,115.92,6225.6,820000,0.5,5,0.067,46.33
Balochistan,8,50.9,179.74,7105.82,820000,0.5,5,0.067,47.55
Balochistan,7,24.35,77.61,4358.99,820000,0.5,5,0.05,47.26
Balochistan,8,59.06,189.63,7735.19,820000,0.5,5,0.05,48.76
Gilgit-Baltistan,7,37.0,127.56,5680.6,120000,0.9,3,0.06,45.0
Gilgit-Baltistan,8,15.35,52.46,3522.26,120000,0.9,3,0.06,48.78
Gilgit-Baltistan,7,27.09,87.03,4631.38,120000,0.9,3,0.04,46.9
Gilgit-Baltistan,8,56.6,133.81,7017.16,120000,0.9,3,0.04,47.15
Khyber Pakhtunkhwa,7,13.39,35.91,3229.58,2366666,0.6,6,0.05,48.07
Khyber Pakhtunkhwa,8,45.41,104.79,5999.48,2366666,0.6,6,0.05,43.63
Khyber Pakhtunkhwa,7,41.05,93.3,5601.02,2366666,0.6,6,0.04,48.73
Khyber Pakhtunkhwa,8,53.58,201.32,7495.69,2366666,0.6,6,0.04,47.53
Khyber Pakhtunkhwa,7,11.23,25.1,2980.93,2366666,0.6,6,0.033,45.45
Khyber Pakhtunkhwa,8,26.18,78.07,4482.39,2366666,0.6,6,0.033,47.96
Khyber Pakhtunkhwa,7,32.3,85.19,4951.07,2366666,0.6,6,0.027,48.36
Khyber Pakhtunkhwa,8,59.86,172.5,7615.65,2366666,0.6,6,0.027,43.74
Punjab,7,183.07,605.93,19958.55,7333333,0.3,7,0.06,72.34
Punjab,8,79.74,185.94,9042.36,7333333,0.3,7,0.06,74.94
Punjab,7,23.66,88.06,4418.68,7333333,0.3,7,0.033,49.12
Punjab,8,17.55,50.76,3648.52,7333333,0.3,7,0.033,46.27
Sindh,7,41.93,118.91,5914.3,3193333,0.2,8,0.04,48.07
Sindh,8,23.71,89.49,4436.13,3193333,0.2,8,0.04,48.6
Gilgit-Baltistan,7,21.5,54.63,3943.6,120000,0.9,3,0.027,45.79
Gilgit-Baltistan,8,11.56,37.47,3125.93,120000,0.9,3,0.027,48.1
Khyber Pakhtunkhwa,8,125.71,337.19,10240.09,35171224,0.6,6,0.35,100.0
Balochistan,12,27.39,80.11,4823.59,12254544,0.5,5,0.3,38.78
Gilgit-Baltistan,9,51.7,128.67,4036.69,1775968,0.9,3,0.2,45.95
Punjab,6,20.16,66.34,5939.15,99871614,0.3,7,0.425,45.69
Sindh,12,14.98,41.18,5182.85,49839614,0.2,8,0.475,47.38
KPK,1,14.93,37.71,2409.94,32507907,0.6,6,0.35,26.22
Azad Kashmir,10,22.64,52.09,2513.89,3683654,0.7,4,0.275,34.51
Gilgit-Baltistan,9,26.12,73.46,2963.0,1933548,0.9,3,0.2,30.05
Gilgit-Baltistan,11,30.94,87.55,3036.41,1902179,0.9,3,0.2,26.15
KPK,10,23.96,69.24,4815.66,35352880,0.6,6,0.35,34.32
Gilgit-Baltistan,4,40.53,107.43,2295.2,1678202,0.9,3,0.2,31.61
Khyber Pakhtunkhwa,3,7.56,17.63,2689.35,33395405,0.6,6,0.35,26.99
Balochistan,10,23.69,59.67,3334.16,13499617,0.5,5,0.3,29.26
Balochistan,2,59.63,199.84,6430.03,11750996,0.5,5,0.3,62.31
KPK,3,24.75,76.7,3398.98,37032357,0.6,6,0.35,38.4
Balochistan,9,23.6,62.98,3711.13,11953714,0.5,5,0.3,32.07
Khyber Pakhtunkhwa,9,20.78,62.03,3631.8,37441659,0.6,6,0.35,29.92
Khyber Pakhtunkhwa,6,18.51,46.38,4638.88,35009301,0.6,6,0.35,40.31
Sindh,9,79.58,204.79,14362.58,49469247,0.2,8,0.475,100.0
KPK,8,185.72,540.75,14148.68,33865222,0.6,6,0.35,100.0
KPK,10,9.25,24.77,3896.17,34194708,0.6,6,0.35,30.09
Punjab,4,27.91,56.02,7052.51,113060638,0.3,7,0.425,53.53
Azad Kashmir,11,37.99,83.94,2894.02,3846343,0.7,4,0.275,31.34
Azad Kashmir,8,177.89,684.02,15280.97,4294513,0.7,4,0.275,100.0
Azad Kashmir,7,133.1,465.11,12846.77,4295123,0.7,4,0.275,100.0
Sindh,4,17.28,51.63,4779.85,49348811,0.2,8,0.475,49.36
Punjab,6,19.96,69.66,5882.36,100990597,0.3,7,0.425,47.08
Punjab,6,20.25,65.04,5867.25,116551900,0.3,7,0.425,54.47
Gilgit-Baltistan,6,138.64,521.36,9876.82,1822838,0.9,3,0.2,100.0
Sindh,1,7.83,15.82,4077.46,44723697,0.2,8,0.475,47.38
Sindh,3,36.19,118.36,9764.24,50905881,0.2,8,0.475,63.13
KPK,11,27.37,84.23,6183.61,32079451,0.6,6,0.35,48.91
Sindh,4,17.36,59.04,4740.65,44081611,0.2,8,0.475,41.62
KPK,11,20.33,58.37,2937.44,37045214,0.6,6,0.35,35.19
Punjab,9,134.86,568.93,23904.44,103060872,0.3,7,0.425,100.0
Balochistan,10,13.97,29.75,3480.22,11988833,0.5,5,0.3,28.23
Balochistan,7,170.04,626.96,19593.58,12660650,0.5,5,0.3,100.0
Punjab,8,117.8,354.74,13747.73,115103077,0.3,7,0.425,100.0
Sindh,2,27.08,71.38,4782.22,45363556,0.2,8,0.475,51.08
Balochistan,1,32.8,76.92,3433.44,12639383,0.5,5,0.3,41.68
Sindh,9,78.72,306.26,12973.14,47212152,0.2,8,0.475,100.0
Azad Kashmir,8,213.68,843.76,19901.96,3819328,0.7,4,0.275,100.0
Sindh,7,130.32,343.43,22241.55,45348961,0.2,8,0.475,100.0
Punjab,3,19.35,48.37,5238.51,120871065,0.3,7,0.425,49.37
Punjab,7,288.2,1044.61,36000.0,102856664,0.3,7,0.425,100.0
Punjab,9,170.35,528.38,28944.69,109447503,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,8,166.18,670.88,16061.94,36718064,0.6,6,0.35,100.0
Azad Kashmir,1,17.25,38.61,2029.68,3694119,0.7,4,0.275,22.93
Sindh,5,8.1,22.38,4835.08,45789559,0.2,8,0.475,46.58
Azad Kashmir,6,14.44,39.72,2555.5,4031786,0.7,4,0.275,32.41
Punjab,6,31.13,100.48,5506.3,99503664,0.3,7,0.425,50.77
Gilgit-Baltistan,4,22.46,64.3,2386.41,1732941,0.9,3,0.2,19.47
Gilgit-Baltistan,4,22.68,50.34,2132.55,1644542,0.9,3,0.2,22.51
KPK,4,21.17,62.69,3357.13,36349074,0.6,6,0.35,31.64
Khyber Pakhtunkhwa,5,25.02,52.22,5654.68,32360241,0.6,6,0.35,40.13
Sindh,12,11.04,33.54,3098.55,47990263,0.2,8,0.475,35.0
KPK,4,31.54,69.27,6066.57,35143471,0.6,6,0.35,43.85
KPK,6,15.53,48.99,2465.78,34904693,0.6,6,0.35,29.47
Azad Kashmir,5,15.23,42.7,2273.38,3609696,0.7,4,0.275,22.07
KPK,11,25.68,55.14,4289.13,33015345,0.6,6,0.35,43.53
Khyber Pakhtunkhwa,9,19.15,49.58,5057.23,32895329,0.6,6,0.35,40.35
Sindh,1,8.27,20.0,5085.06,45534299,0.2,8,0.475,47.78
Azad Kashmir,2,26.06,60.99,4364.17,3960495,0.7,4,0.275,35.2
Balochistan,8,195.72,517.51,11887.02,11099786,0.5,5,0.3,100.0
Khyber Pakhtunkhwa,4,15.53,35.37,2745.72,32648609,0.6,6,0.35,35.95
Punjab,6,29.94,100.26,7317.17,104012533,0.3,7,0.425,56.44
Sindh,10,25.59,63.56,4490.39,47654139,0.2,8,0.475,49.73
Azad Kashmir,12,6.01,13.02,2262.57,3676009,0.7,4,0.275,25.91
Punjab,9,66.58,290.06,12641.83,109913052,0.3,7,0.425,98.68
Azad Kashmir,1,37.0,109.29,3572.32,4382717,0.7,4,0.275,39.39
Azad Kashmir,12,42.41,132.73,4096.96,4031644,0.7,4,0.275,39.56
Balochistan,4,20.05,55.31,4200.74,12872691,0.5,5,0.3,46.06
Khyber Pakhtunkhwa,6,38.14,126.25,6370.38,37353962,0.6,6,0.35,50.32
Sindh,12,19.14,41.13,4798.21,50774679,0.2,8,0.475,49.22
Gilgit-Baltistan,7,115.72,376.15,7711.83,1808697,0.9,3,0.2,89.82
KPK,1,27.17,85.26,5306.61,37319479,0.6,6,0.35,42.99
Khyber Pakhtunkhwa,5,36.14,107.14,6541.23,33492184,0.6,6,0.35,51.59
Gilgit-Baltistan,8,6.62,14.9,1241.4,1759562,0.9,3,0.2,18.26
Balochistan,3,19.56,55.6,3538.82,12554579,0.5,5,0.3,39.0
Azad Kashmir,12,27.91,59.05,2493.58,3867390,0.7,4,0.275,33.22
Azad Kashmir,4,32.44,72.05,3413.6,3947215,0.7,4,0.275,34.35
Khyber Pakhtunkhwa,12,27.09,92.1,5270.76,34940861,0.6,6,0.35,48.49
Khyber Pakhtunkhwa,6,31.5,97.97,6679.79,33390848,0.6,6,0.35,50.3
Khyber Pakhtunkhwa,11,26.32,63.42,4505.3,34070951,0.6,6,0.35,44.12
Balochistan,5,17.95,61.13,3835.37,12622679,0.5,5,0.3,36.0
KPK,6,18.28,40.15,3471.33,38500623,0.6,6,0.35,32.84
KPK,10,17.07,40.47,4644.76,33721778,0.6,6,0.35,40.78
Punjab,9,94.59,328.7,9530.96,100378370,0.3,7,0.425,93.58
Azad Kashmir,6,25.03,74.99,4631.89,4048134,0.7,4,0.275,30.2
Sindh,5,12.43,37.06,3625.31,48525863,0.2,8,0.475,44.97
KPK,9,13.3,40.96,3250.59,32580765,0.6,6,0.35,34.22
Balochistan,2,52.63,167.77,6327.74,12577734,0.5,5,0.3,57.9
Punjab,5,19.29,44.83,3405.92,117963711,0.3,7,0.425,47.81
KPK,8,123.52,396.73,18253.31,37587326,0.6,6,0.35,100.0
Balochistan,4,24.34,76.2,2603.65,11380584,0.5,5,0.3,30.46
Gilgit-Baltistan,11,27.07,84.61,2806.98,1818904,0.9,3,0.2,25.69
KPK,1,19.33,49.44,3761.41,34771407,0.6,6,0.35,35.09
Khyber Pakhtunkhwa,8,93.49,300.43,12905.49,33912736,0.6,6,0.35,100.0
Azad Kashmir,8,99.56,359.97,7346.25,4090778,0.7,4,0.275,91.92
Khyber Pakhtunkhwa,8,156.98,402.92,14434.55,37151710,0.6,6,0.35,100.0
Gilgit-Baltistan,6,253.63,693.76,16414.58,1735080,0.9,3,0.2,100.0
Balochistan,5,21.56,75.37,4868.78,12684089,0.5,5,0.3,41.56
Khyber Pakhtunkhwa,1,19.19,44.41,3514.42,38861547,0.6,6,0.35,29.61
Gilgit-Baltistan,2,16.78,58.44,2778.63,1854600,0.9,3,0.2,18.6
Gilgit-Baltistan,3,14.29,33.81,1449.05,1651384,0.9,3,0.2,15.21
Punjab,9,267.15,995.83,33575.49,111699494,0.3,7,0.425,100.0
Gilgit-Baltistan,11,22.69,68.4,2167.31,1867077,0.9,3,0.2,21.58
Azad Kashmir,7,186.78,790.58,13946.11,3888302,0.7,4,0.275,100.0
KPK,12,20.8,43.44,4945.47,36570456,0.6,6,0.35,37.48
Gilgit-Baltistan,6,103.41,285.17,6151.34,1908847,0.9,3,0.2,75.96
Gilgit-Baltistan,10,15.08,46.16,2705.81,1917374,0.9,3,0.2,25.25
Balochistan,7,200.11,751.72,19495.12,12632319,0.5,5,0.3,100.0
Balochistan,4,14.43,29.13,2832.53,11811112,0.5,5,0.3,24.08
Khyber Pakhtunkhwa,9,36.65,120.16,6320.92,36161873,0.6,6,0.35,49.68
Sindh,12,26.6,87.33,6513.36,43719679,0.2,8,0.475,58.24
Sindh,5,42.97,129.06,10185.78,51530617,0.2,8,0.475,75.55
Azad Kashmir,8,380.0,1300.0,32625.57,4314018,0.7,4,0.275,100.0
Khyber Pakhtunkhwa,6,15.36,36.2,3536.46,32689996,0.6,6,0.35,32.39
Gilgit-Baltistan,12,44.7,94.15,2805.63,1750267,0.9,3,0.2,33.86
KPK,6,20.35,49.26,3174.04,35617665,0.6,6,0.35,25.92
Gilgit-Baltistan,1,35.65,87.0,3871.29,1762925,0.9,3,0.2,29.6
Balochistan,1,13.73,45.45,2998.37,12797556,0.5,5,0.3,32.61
Khyber Pakhtunkhwa,11,15.95,41.73,4581.93,37019631,0.6,6,0.35,34.12
KPK,1,9.83,28.57,3483.63,32762862,0.6,6,0.35,32.19
Gilgit-Baltistan,1,7.45,23.31,1183.33,1648864,0.9,3,0.2,11.87
Azad Kashmir,9,20.58,59.49,2154.05,4108876,0.7,4,0.275,29.52
Gilgit-Baltistan,9,27.61,92.58,1969.99,1812228,0.9,3,0.2,26.06
Punjab,1,18.15,47.17,5863.73,116776497,0.3,7,0.425,55.6
Azad Kashmir,9,34.65,91.65,4603.21,3820304,0.7,4,0.275,44.58
Balochistan,6,23.11,75.94,4820.15,12130223,0.5,5,0.3,45.99
Khyber Pakhtunkhwa,10,18.6,51.48,3004.38,36534757,0.6,6,0.35,33.09
Balochistan,8,144.07,471.37,16251.73,12536132,0.5,5,0.3,100.0
Sindh,6,23.17,65.8,4293.13,44713306,0.2,8,0.475,53.63
Punjab,5,7.95,26.94,3399.29,107699553,0.3,7,0.425,38.13
Gilgit-Baltistan,11,25.45,65.04,2314.18,1790642,0.9,3,0.2,19.4
Gilgit-Baltistan,4,22.58,50.31,1605.36,1969467,0.9,3,0.2,21.4
Gilgit-Baltistan,4,15.67,37.14,2476.56,1748226,0.9,3,0.2,22.56
Punjab,3,17.18,55.75,4789.28,102635325,0.3,7,0.425,39.85
Azad Kashmir,8,154.08,477.8,11481.62,4234017,0.7,4,0.275,100.0
Khyber Pakhtunkhwa,5,18.04,60.61,2969.74,36160402,0.6,6,0.35,35.39
Punjab,11,19.27,54.43,3372.37,113976629,0.3,7,0.425,33.23
Sindh,10,30.57,88.14,6189.96,45847806,0.2,8,0.475,56.82
Sindh,8,323.58,1278.61,36000.0,47478281,0.2,8,0.475,100.0
KPK,3,43.1,150.59,4519.92,31972491,0.6,6,0.35,54.76
Sindh,1,9.15,18.73,5261.45,45224741,0.2,8,0.475,42.89
Azad Kashmir,2,55.87,123.0,4659.71,3886972,0.7,4,0.275,45.12
Punjab,9,86.83,390.35,15765.17,117226324,0.3,7,0.425,100.0
Azad Kashmir,7,127.88,321.14,13459.25,4257541,0.7,4,0.275,100.0
Sindh,1,24.62,52.1,5382.9,47010080,0.2,8,0.475,55.91
Gilgit-Baltistan,11,20.92,44.12,2920.98,1808127,0.9,3,0.2,22.55
Punjab,8,172.05,659.61,19210.37,117994816,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,8,92.16,337.91,13938.84,35847761,0.6,6,0.35,100.0
Gilgit-Baltistan,5,46.03,151.9,3647.88,1915715,0.9,3,0.2,34.78
Gilgit-Baltistan,4,21.75,53.38,2001.13,1822784,0.9,3,0.2,30.7
KPK,11,11.33,24.93,3417.85,32335757,0.6,6,0.35,35.17
KPK,1,18.46,38.66,4557.43,31977121,0.6,6,0.35,37.19
Balochistan,12,11.69,28.12,3372.14,11840835,0.5,5,0.3,35.82
KPK,2,17.41,60.0,2825.14,36827836,0.6,6,0.35,36.77
Punjab,1,19.52,44.39,3976.48,101851214,0.3,7,0.425,44.56
KPK,9,17.58,36.43,3300.69,38743278,0.6,6,0.35,32.04
KPK,9,17.03,34.12,4439.61,33270763,0.6,6,0.35,36.01
Balochistan,4,16.73,55.53,2640.42,12737420,0.5,5,0.3,33.64
Balochistan,2,32.62,112.92,3227.39,12748196,0.5,5,0.3,39.09
Gilgit-Baltistan,6,136.48,565.93,11180.4,1815770,0.9,3,0.2,100.0
Azad Kashmir,5,17.56,53.81,3910.66,3625137,0.7,4,0.275,34.84
Khyber Pakhtunkhwa,6,63.96,220.35,8501.53,36760550,0.6,6,0.35,70.41
KPK,7,244.75,673.32,16284.37,37418123,0.6,6,0.35,100.0
Gilgit-Baltistan,9,14.4,45.5,2054.83,1745314,0.9,3,0.2,17.56
Gilgit-Baltistan,12,15.46,51.77,2503.2,1900935,0.9,3,0.2,21.85
Balochistan,6,23.92,49.99,3976.49,12502233,0.5,5,0.3,37.53
Sindh,7,189.43,558.95,21104.04,44458892,0.2,8,0.475,100.0
Punjab,9,210.95,795.69,26275.03,113830866,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,1,28.12,93.8,5570.47,32391642,0.6,6,0.35,43.82
Sindh,2,12.9,30.47,4479.41,49620762,0.2,8,0.475,44.69
Balochistan,6,32.25,85.43,3008.29,11477744,0.5,5,0.3,35.34
Balochistan,8,225.03,651.2,25219.43,13517255,0.5,5,0.3,100.0
Khyber Pakhtunkhwa,10,16.82,38.08,2924.74,32042509,0.6,6,0.35,32.62
Gilgit-Baltistan,4,30.13,78.13,3599.48,1968138,0.9,3,0.2,32.46
Balochistan,10,51.61,154.82,4615.19,12460109,0.5,5,0.3,49.31
Gilgit-Baltistan,6,235.54,848.89,17472.77,1636580,0.9,3,0.2,100.0
Punjab,12,17.77,42.1,4217.77,118682141,0.3,7,0.425,37.78
Balochistan,10,101.37,216.53,6226.68,11211949,0.5,5,0.3,63.45
Azad Kashmir,11,28.96,82.84,3574.83,4277817,0.7,4,0.275,29.03
Sindh,10,8.86,26.74,3347.56,47242626,0.2,8,0.475,43.99
Khyber Pakhtunkhwa,8,184.44,591.33,24710.81,38669841,0.6,6,0.35,100.0
Balochistan,5,29.57,68.22,3368.52,11797408,0.5,5,0.3,39.56
Azad Kashmir,12,16.74,45.04,2114.34,4261397,0.7,4,0.275,31.61
Azad Kashmir,4,29.44,97.56,4040.49,3825977,0.7,4,0.275,39.83
Azad Kashmir,5,34.65,72.49,3597.48,4178502,0.7,4,0.275,26.92
Azad Kashmir,7,78.72,311.63,10580.21,3779434,0.7,4,0.275,86.3
Azad Kashmir,4,26.01,64.71,3990.15,4253423,0.7,4,0.275,36.28
Gilgit-Baltistan,9,37.94,118.82,3049.67,1832629,0.9,3,0.2,30.59
Sindh,11,39.58,109.9,6594.25,49130398,0.2,8,0.475,59.19
Gilgit-Baltistan,9,20.82,59.13,2768.5,1875056,0.9,3,0.2,23.42
Khyber Pakhtunkhwa,4,15.54,33.37,4192.22,32816416,0.6,6,0.35,36.96
Punjab,7,111.34,310.0,11953.54,113633216,0.3,7,0.425,100.0
Balochistan,3,23.35,65.94,3227.35,12256951,0.5,5,0.3,33.61
KPK,4,10.69,32.67,4195.31,35057395,0.6,6,0.35,33.7
KPK,8,257.18,669.52,24787.58,37051023,0.6,6,0.35,100.0
Gilgit-Baltistan,8,25.04,55.02,3043.95,1676618,0.9,3,0.2,23.5
KPK,12,33.8,80.31,5500.89,36009396,0.6,6,0.35,43.76
Azad Kashmir,3,6.51,13.21,1991.17,3753142,0.7,4,0.275,24.56
KPK,1,21.29,50.47,3627.63,32545828,0.6,6,0.35,38.55
Sindh,3,14.45,50.18,5826.13,50136803,0.2,8,0.475,51.19
Azad Kashmir,7,261.94,799.61,19819.84,4384294,0.7,4,0.275,100.0
Punjab,10,21.66,57.06,4477.58,107747472,0.3,7,0.425,41.71
Khyber Pakhtunkhwa,3,16.8,50.16,4916.0,36235824,0.6,6,0.35,32.46
Azad Kashmir,11,17.8,52.92,2546.08,3612088,0.7,4,0.275,26.8
Khyber Pakhtunkhwa,6,32.74,80.85,4255.29,36193444,0.6,6,0.35,37.02
Balochistan,4,28.69,87.56,4663.47,12074053,0.5,5,0.3,43.05
Sindh,4,17.37,53.65,5586.6,50193530,0.2,8,0.475,53.42
Gilgit-Baltistan,6,151.46,510.12,8024.56,1776385,0.9,3,0.2,100.0
Sindh,11,23.06,54.5,6454.34,43985530,0.2,8,0.475,54.01
Sindh,5,21.12,49.04,4584.98,45481622,0.2,8,0.475,50.69
Khyber Pakhtunkhwa,2,22.91,78.51,5414.46,37666141,0.6,6,0.35,48.34
Khyber Pakhtunkhwa,4,23.39,72.83,5078.17,35652288,0.6,6,0.35,44.28
Khyber Pakhtunkhwa,10,8.58,28.29,3857.55,38054749,0.6,6,0.35,30.97
Punjab,8,152.23,634.39,22031.36,110770561,0.3,7,0.425,100.0
Khyber Pakhtunkhwa,5,21.42,62.08,3322.21,36140651,0.6,6,0.35,41.02
Azad Kashmir,11,34.78,90.94,4554.28,3808189,0.7,4,0.275,39.23
Gilgit-Baltistan,5,31.97,96.8,2179.5,1724107,0.9,3,0.2,22.58
KPK,12,19.74,49.96,4774.54,37553979,0.6,6,0.35,31.92
Azad Kashmir,7,158.34,693.9,18836.87,3682054,0.7,4,0.275,100.0
Sindh,6,28.11,84.76,7968.84,51336961,0.2,8,0.475,73.11
Khyber Pakhtunkhwa,9,6.63,18.12,2663.46,37208445,0.6,6,0.35,23.8
Balochistan,2,42.97,108.18,4787.31,12871738,0.5,5,0.3,47.03
Khyber Pakhtunkhwa,10,14.58,42.46,2931.13,32359898,0.6,6,0.35,30.67
Gilgit-Baltistan,3,44.74,117.3,4094.88,1933728,0.9,3,0.2,32.92
Khyber Pakhtunkhwa,10,40.31,113.67,6121.49,32107204,0.6,6,0.35,48.06
Azad Kashmir,1,37.5,103.8,3241.83,4211840,0.7,4,0.275,36.82
Khyber Pakhtunkhwa,7,210.97,699.63,28062.42,33525493,0.6,6,0.35,100.0
Punjab,12,28.57,77.08,7183.54,103475602,0.3,7,0.425,57.85
KPK,3,28.59,74.52,4658.29,32044910,0.6,6,0.35,34.22
Gilgit-Baltistan,9,25.2,52.93,2681.61,1646677,0.9,3,0.2,28.3
Punjab,6,7.08,18.13,2440.92,107130632,0.3,7,0.425,36.93
Khyber Pakhtunkhwa,12,25.04,58.24,4784.79,35386324,0.6,6,0.35,45.33
KPK,12,22.66,63.02,3809.37,36760061,0.6,6,0.35,34.82
KPK,1,11.86,30.67,2503.03,33783440,0.6,6,0.35,35.46
Azad Kashmir,3,43.11,135.26,4265.73,3931976,0.7,4,0.275,41.05
Khyber Pakhtunkhwa,6,42.06,138.48,7730.02,37092845,0.6,6,0.35,49.13
Khyber Pakhtunkhwa,1,11.98,41.18,3208.81,35850332,0.6,6,0.35,32.87
Sindh,3,19.23,43.97,5857.8,45205295,0.2,8,0.475,53.51
KPK,7,240.73,968.16,21406.0,32577533,0.6,6,0.35,100.0
Balochistan,4,9.29,19.04,3179.67,11668755,0.5,5,0.3,21.94
Balochistan,12,27.81,92.67,3682.05,13286363,0.5,5,0.3,37.9
Balochistan,6,26.5,91.45,4980.52,13291610,0.5,5,0.3,40.69
Balochistan,11,21.14,43.55,3167.51,11389998,0.5,5,0.3,34.96
KPK,11,34.92,104.11,4440.18,32052108,0.6,6,0.35,41.31
Gilgit-Baltistan,8,44.97,131.74,3753.34,1844861,0.9,3,0.2,38.35
Balochistan,10,18.57,55.96,2545.97,12493946,0.5,5,0.3,31.23
Khyber Pakhtunkhwa,7,222.19,991.48,28812.69,37661339,0.6,6,0.35,100.0
KPK,6,18.23,54.97,3554.3,38636013,0.6,6,0.35,35.49
Balochistan,12,55.34,133.53,4579.28,12634413,0.5,5,0.3,49.93
KPK,1,30.05,97.84,3938.54,32085928,0.6,6,0.35,37.32
Sindh,7,168.03,725.94,29789.74,52244866,0.2,8,0.475,100.0
Balochistan,2,11.25,32.51,2497.04,11197893,0.5,5,0.3,31.11
Balochistan,8,156.95,609.19,16560.91,12303876,0.5,5,0.3,100.0
Khyber Pakhtunkhwa,8,226.46,1017.8,18363.24,38321297,0.6,6,0.35,100.0
Azad Kashmir,7,175.9,562.01,14093.26,3916769,0.7,4,0.275,100.0
Sindh,10,11.01,29.76,3650.33,44077370,0.2,8,0.475,41.79
KPK,5,18.8,37.85,2871.83,33421638,0.6,6,0.35,32.54
Balochistan,8,156.69,411.32,11034.95,13060198,0.5,5,0.3,100.0
Azad Kashmir,2,25.9,70.63,3074.63,4050726,0.7,4,0.275,30.58
Gilgit-Baltistan,5,40.51,81.22,2452.58,1935146,0.9,3,0.2,28.38
Sindh,7,147.41,475.78,17364.5,46434857,0.2,8,0.475,100.0
Punjab,3,29.32,59.33,5649.57,109359081,0.3,7,0.425,46.47
Sindh,12,43.7,114.06,7248.92,47459223,0.2,8,0.475,63.97
Sindh,8,180.02,682.18,22600.14,48404504,0.2,8,0.475,100.0
Sindh,11,19.88,46.28,4156.77,51020310,0.2,8,0.475,42.4
Gilgit-Baltistan,6,160.14,655.85,9820.26,1651326,0.9,3,0.2,100.0
Sindh,11,28.02,65.3,5039.58,51483607,0.2,8,0.475,53.95
